{https://registry.gdi-de.org/id/de.hh.up}name,{https://registry.gdi-de.org/id/de.hh.up}dhid,{https://registry.gdi-de.org/id/de.hh.up}linien,{https://registry.gdi-de.org/id/de.hh.up}linienzahl,{https://registry.gdi-de.org/id/de.hh.up}art,{https://registry.gdi-de.org/id/de.hh.up}abfahrten,{https://registry.gdi-de.org/id/de.hh.up}geom,CRS
Stenzelring,de:02000:40212::402121,155,1,Stadtbus,105,POINT (10.000390 53.517783),EPSG:4326
Schlenzigstraße,de:02000:40213::402131,155,1,Stadtbus,105,POINT (10.000610 53.515020),EPSG:4326
Rubbertstraße 30,de:02000:40214::402141,155,1,Stadtbus,105,POINT (10.004003 53.511009),EPSG:4326
Rotenhäuser Straße (Ost),de:02000:40215::402151,155,1,Stadtbus,105,POINT (10.004120 53.505990),EPSG:4326
Thielenstraße (West),de:02000:40216::402161,155,1,Stadtbus,105,POINT (10.003770 53.502490),EPSG:4326
Berufsschulcampus Elbinsel,de:02000:40218::402181,155,1,Stadtbus,105,POINT (10.001652 53.500532),EPSG:4326
Schulen Stübenhofer Weg,de:02000:40219::402191,"152,155,355",3,Stadtbus,83,POINT (10.012953 53.483690),EPSG:4326
Moorburger Elbdeich 297,de:02000:40901::40950101,157,1,Stadtbus,36,POINT (9.917891 53.495239),EPSG:4326
Moorburger Elbdeich 273,de:02000:40902::40950301,157,1,Stadtbus,36,POINT (9.923100 53.495054),EPSG:4326
Alte Schule Moorburg,de:02000:40903::40950501,157,1,Stadtbus,36,POINT (9.927750 53.494863),EPSG:4326
Moorburger Elbdeich 227,de:02000:40904::40950701,157,1,Stadtbus,36,POINT (9.931519 53.493557),EPSG:4326
Moorburger Kirchdeich,de:02000:40905::40950901,157,1,Stadtbus,36,POINT (9.936367 53.489875),EPSG:4326
Moorburger Straße,de:02000:40908::40951501,157,1,Stadtbus,36,POINT (9.958224 53.473021),EPSG:4326
Zweite Hafenstraße,de:02000:40909::40951701,157,1,Stadtbus,36,POINT (9.966023 53.471565),EPSG:4326
Moorburger Kirche,de:02000:40951::40951101,157,1,Stadtbus,36,POINT (9.941317 53.489627),EPSG:4326
Konsul-Ritter-Straße,de:02000:40952::40951901,157,1,Stadtbus,36,POINT (9.972215 53.470390),EPSG:4326
Moorburger Bogen,de:02000:40953::40951301,157,1,Stadtbus,36,POINT (9.950580 53.474460),EPSG:4326
Heykenstieg,de:02000:41000::82510102,146,1,Stadtbus,88,POINT (9.907050 53.481900),EPSG:4326
Cuxhavener Straße (West),de:02000:41011::410010,"240,550",2,Stadtbus,67,POINT (9.809007 53.467278),EPSG:4326
Neckersstücken,de:02000:41013::410015,"240,251,N641",3,"Nachtbus, Stadtbus",208,POINT (9.820150 53.471340),EPSG:4326
Ohrnsweg,de:02000:41014::410016,"240,251,N641",3,"Nachtbus, Stadtbus",273,POINT (9.821951 53.473908),EPSG:4326
Fischbeker Heuweg,de:02000:41015::410018,"240,251,N641",3,"Nachtbus, Stadtbus",277,POINT (9.826680 53.470980),EPSG:4326
Rostweg,de:02000:41016::410019,"240,251,N641",3,"Nachtbus, Stadtbus",277,POINT (9.831440 53.471450),EPSG:4326
S Neugraben,de:02000:41019::410026,"140,141,240,250,251,257,N641,X40",8,"Expressbus, Nachtbus, Stadtbus",504,POINT (9.852290 53.473570),EPSG:4326
Neuwiedenthaler Straße (West),de:02000:41020::410152,"140,251,257",3,Stadtbus,246,POINT (9.862361 53.476794),EPSG:4326
Friedhof Neuwiedenthal,de:02000:41021::410171,251,1,Stadtbus,128,POINT (9.869172 53.476327),EPSG:4326
Rehrstieg,de:02000:41022::410116,"140,250,251,N641,X40",5,"Expressbus, Nachtbus, Stadtbus",434,POINT (9.874910 53.477330),EPSG:4326
Twistering,de:02000:41023::410119,"250,251,N641,X40",4,"Expressbus, Nachtbus, Stadtbus",261,POINT (9.878790 53.477810),EPSG:4326
Hardauring,de:02000:41024::410120,"250,251,N641,X40",4,"Expressbus, Nachtbus, Stadtbus",261,POINT (9.883620 53.478350),EPSG:4326
Altwiedenthaler Straße,de:02000:41025::410121,"250,251,N641,X40",4,"Expressbus, Nachtbus, Stadtbus",261,POINT (9.888257 53.478088),EPSG:4326
Hausbrucher Bahnhofstraße,de:02000:41026::410122,"250,251,N641,X40",4,"Expressbus, Nachtbus, Stadtbus",261,POINT (9.894660 53.477480),EPSG:4326
Moorburger Kreuzung,de:02000:41028::410131,"146,157,250,251,X40",5,"Expressbus, Stadtbus",286,POINT (9.910280 53.495680),EPSG:4326
Zum Dubben,de:02000:41030::410103,"141,250,251",3,Stadtbus,27,POINT (9.903710 53.473920),EPSG:4326
Haake,de:02000:41032::410097,"141,N641",2,"Nachtbus, Stadtbus",137,POINT (9.901097 53.471017),EPSG:4326
Hausbruch,de:02000:41033::410095,141,1,Stadtbus,112,POINT (9.893810 53.471760),EPSG:4326
Talweg,de:02000:41034::410094,"141,340",2,Stadtbus,165,POINT (9.883670 53.472120),EPSG:4326
S Neuwiedenthal,de:02000:41036::410115,"140,250,251,340,N641,X40",6,"Expressbus, Nachtbus, Stadtbus",310,POINT (9.873770 53.472760),EPSG:4326
Francoper Straße,de:02000:41037::410090,"141,250,257,N641,X40",5,"Expressbus, Nachtbus, Stadtbus",240,POINT (9.863310 53.471440),EPSG:4326
Neugrabener Markt,de:02000:41038::410058,"240,250,N641",3,"Nachtbus, Stadtbus",251,POINT (9.854390 53.470770),EPSG:4326
Grundheide,de:02000:41039::410085,250,1,Stadtbus,114,POINT (9.855181 53.464149),EPSG:4326
Fischbeker Heideweg,de:02000:41040::410084,250,1,Stadtbus,55,POINT (9.851260 53.459230),EPSG:4326
Fischbeker Holtweg,de:02000:41041::410060,"240,N641",2,"Nachtbus, Stadtbus",137,POINT (9.859728 53.467449),EPSG:4326
Störtebekerweg,de:02000:41042::410047,240,1,Stadtbus,130,POINT (9.864030 53.469148),EPSG:4326
Neugrabener Heideweg,de:02000:41043::410063,240,1,Stadtbus,130,POINT (9.866075 53.462550),EPSG:4326
Lüttmattensteed,de:02000:41044::410064,240,1,Stadtbus,130,POINT (9.866423 53.459250),EPSG:4326
Bauernholztal,de:02000:41045::410065,240,1,Stadtbus,130,POINT (9.866733 53.456365),EPSG:4326
Quellgrund,de:02000:41046::410066,240,1,Stadtbus,130,POINT (9.867120 53.452880),EPSG:4326
Waldfrieden (Kehre),de:02000:41047::410067,240,1,Stadtbus,67,POINT (9.868020 53.449370),EPSG:4326
Heykenaukamp (Kehre),de:02000:41048::410164,"250,251",2,Stadtbus,46,POINT (9.909630 53.477740),EPSG:4326
Neumoorstück,de:02000:41049::410168,251,1,Stadtbus,1,POINT (9.866630 53.476670),EPSG:4326
Heykenauweg (Süd),de:02000:41050::410176,"250,251",2,Stadtbus,234,POINT (9.901360 53.479410),EPSG:4326
Heykenaukamp,de:02000:41057::410162,"250,251",2,Stadtbus,98,POINT (9.904942 53.479011),EPSG:4326
Ringheide,de:02000:41058::410205,250,1,Stadtbus,114,POINT (9.854440 53.461810),EPSG:4326
Heidrand,de:02000:41060::410043,240,1,Stadtbus,130,POINT (9.865780 53.465456),EPSG:4326
Distelacker,de:02000:41072::410128,"240,N641",2,"Nachtbus, Stadtbus",137,POINT (9.855740 53.468340),EPSG:4326
Bergheide,de:02000:41073::410134,250,1,Stadtbus,114,POINT (9.854736 53.467819),EPSG:4326
Im Fischbeker Heidbrook (West),de:02000:41184::410184,"240,550",2,Stadtbus,178,POINT (9.810415 53.466576),EPSG:4326
Heideblütenweg,de:02000:41185::410185,"240,550",2,Stadtbus,178,POINT (9.812430 53.464525),EPSG:4326
Heidschnuckenring,de:02000:41186::410186,"240,550",2,Stadtbus,178,POINT (9.815635 53.466150),EPSG:4326
Im Fischbeker Heidbrook (Ost),de:02000:41187::410187,"240,550",2,Stadtbus,110,POINT (9.814367 53.467488),EPSG:4326
Heidemoor,de:02000:41901::41950801,"140,257",2,Stadtbus,118,POINT (9.861125 53.482273),EPSG:4326
Francoper Hinterdeich,de:02000:41903::41952901,257,1,Stadtbus,73,POINT (9.874470 53.496725),EPSG:4326
Erlenbruch,de:02000:41904::41951201,140,1,Stadtbus,45,POINT (9.867636 53.481996),EPSG:4326
Moorburger Ring,de:02000:41905::41951401,140,1,Stadtbus,45,POINT (9.873075 53.480676),EPSG:4326
Jägerhof,de:02000:41906::41952201,340,1,Stadtbus,53,POINT (9.888597 53.471225),EPSG:4326
Schanzengrund,de:02000:41907::41952401,340,1,Stadtbus,53,POINT (9.890437 53.465627),EPSG:4326
Rudolf Steiner Schule Harburg,de:02000:41908::419524,340,1,Stadtbus,53,POINT (9.892242 53.461514),EPSG:4326
Hohenwisch (Kehre),de:02000:41909::41953401,"157,257",2,Stadtbus,90,POINT (9.877650 53.502463),EPSG:4326
Hohenwischer Straße 20,de:02000:41910::41953801,157,1,Stadtbus,36,POINT (9.884287 53.499925),EPSG:4326
Moorburger Alter Deich,de:02000:41911::41954001,157,1,Stadtbus,36,POINT (9.891265 53.499026),EPSG:4326
Moorburger Elbdeich 379,de:02000:41912::41954201,157,1,Stadtbus,36,POINT (9.902897 53.497530),EPSG:4326
Weidenbruch,de:02000:41929::41007601,140,1,Stadtbus,45,POINT (9.864330 53.483929),EPSG:4326
Gartenfreunde Francoper Straße,de:02000:41952::41952701,257,1,Stadtbus,73,POINT (9.867999 53.487203),EPSG:4326
Rickelstraße,de:02000:42001::420002,M14,1,Metrobus,222,POINT (9.948958 53.448716),EPSG:4326
Beerentalweg,de:02000:42002::420003,M14,1,Metrobus,222,POINT (9.942924 53.448356),EPSG:4326
Strucksbarg,de:02000:42003::420004,"143,543,M14",3,"Metrobus, Stadtbus",200,POINT (9.937570 53.449920),EPSG:4326
Auf der Jahnhöhe,de:02000:42005::420021,"143,443,543",3,Stadtbus,245,POINT (9.929684 53.453871),EPSG:4326
Ehestorfer Weg (Mitte),de:02000:42006::420023,"143,443,543",3,Stadtbus,245,POINT (9.936420 53.454890),EPSG:4326
Bünte,de:02000:42007::420024,"143,443",2,Stadtbus,217,POINT (9.943116 53.455287),EPSG:4326
Lichtenauerweg,de:02000:42008::420025,"143,443",2,Stadtbus,110,POINT (9.945952 53.455114),EPSG:4326
Gellersenweg,de:02000:42009::420027,"143,443",2,Stadtbus,222,POINT (9.947594 53.455010),EPSG:4326
Lübbersweg,de:02000:42010::420011,"143,146,443,543,M14",5,"Metrobus, Stadtbus",566,POINT (9.954865 53.455851),EPSG:4326
Mehringweg,de:02000:42011::420012,"143,146,443,543,M14",5,"Metrobus, Stadtbus",566,POINT (9.960080 53.456800),EPSG:4326
Dempwolffstraße,de:02000:42012::420013,"143,146,443,543,M14",5,"Metrobus, Stadtbus",566,POINT (9.965720 53.457830),EPSG:4326
Eißendorfer Straße (TU Hamburg),de:02000:42013::400002,"143,146,443,543,M14",5,"Metrobus, Stadtbus",566,POINT (9.970468 53.459109),EPSG:4326
Majestätische Aussicht,de:02000:42014::420032,443,1,Stadtbus,50,POINT (9.925761 53.453836),EPSG:4326
Denickestraße,de:02000:42015::42950701,"146,543",2,Stadtbus,116,POINT (9.956622 53.458994),EPSG:4326
Lohmannsweg,de:02000:42016::420038,142,1,Stadtbus,410,POINT (9.956654 53.464064),EPSG:4326
Thörlstraße,de:02000:42017::420039,142,1,Stadtbus,410,POINT (9.959420 53.464580),EPSG:4326
S Heimfeld,de:02000:42018::420040,142,1,Stadtbus,410,POINT (9.962790 53.465310),EPSG:4326
Kasernenstraße (TU Hamburg),de:02000:42019::400003,142,1,Stadtbus,410,POINT (9.969643 53.463841),EPSG:4326
Goldene Wiege (Jahnhöhe),de:02000:42020::420049,543,1,Stadtbus,28,POINT (9.935170 53.458350),EPSG:4326
Vahrenwinkelweg,de:02000:42021::420053,543,1,Stadtbus,28,POINT (9.934820 53.460220),EPSG:4326
Blaumeisenweg,de:02000:42022::81430201,543,1,Stadtbus,28,POINT (9.943320 53.451043),EPSG:4326
Heimfelder Straße 123,de:02000:42023::64202301,"142,543",2,Stadtbus,439,POINT (9.940536 53.461041),EPSG:4326
Eißendorfer Pferdeweg (Mitte),de:02000:42024::420060,142,1,Stadtbus,410,POINT (9.949983 53.462810),EPSG:4326
AK Harburg,de:02000:42025::42007202,"142,146,543",3,Stadtbus,527,POINT (9.951461 53.459005),EPSG:4326
Lühmannstraße,de:02000:42026::420068,142,1,Stadtbus,411,POINT (9.947073 53.457694),EPSG:4326
Triftstraße,de:02000:42027::420069,142,1,Stadtbus,411,POINT (9.942700 53.458090),EPSG:4326
Berkefeldweg,de:02000:42028::400004,"141,241,N641",3,"Nachtbus, Stadtbus",241,POINT (9.952394 53.470653),EPSG:4326
Eißendorfer Pferdeweg (Nord),de:02000:42029::420077,"141,146,241,N641",4,"Nachtbus, Stadtbus",329,POINT (9.945550 53.471030),EPSG:4326
Krankenhaus Mariahilf,de:02000:42030::420078,"141,146,241,N641",4,"Nachtbus, Stadtbus",238,POINT (9.938670 53.471050),EPSG:4326
Moorstieg,de:02000:42032::420081,"141,N641",2,"Nachtbus, Stadtbus",129,POINT (9.921550 53.470600),EPSG:4326
Nachtigallenweg,de:02000:42034::81430101,543,1,Stadtbus,14,POINT (9.948330 53.451290),EPSG:4326
Zum Fürstenmoor,de:02000:42035::420098,241,1,Stadtbus,94,POINT (9.933070 53.471730),EPSG:4326
Am Radeland,de:02000:42036::420100,241,1,Stadtbus,94,POINT (9.926150 53.471820),EPSG:4326
Heykenaubrook,de:02000:42037::420102,241,1,Stadtbus,47,POINT (9.918514 53.471900),EPSG:4326
Forstweg,de:02000:42038::420090,142,1,Stadtbus,411,POINT (9.939010 53.459420),EPSG:4326
Hans-Dewitz-Ring,de:02000:42039::420058,"142,543",2,Stadtbus,235,POINT (9.943996 53.461677),EPSG:4326
Hainholzweg (Mitte),de:02000:42040::420105,"143,543",2,Stadtbus,146,POINT (9.930356 53.450692),EPSG:4326
Große Straße,de:02000:42041::420106,"143,543",2,Stadtbus,146,POINT (9.923800 53.450551),EPSG:4326
Rüstweg,de:02000:43015::430003,"247,447,4624,4661,M14",5,"Metrobus, Stadtbus",197,POINT (9.982779 53.417392),EPSG:4326
Sinstorfer Kirchweg,de:02000:43016:1:430037,"143,345,4148,443,M14",5,"Metrobus, Stadtbus",517,POINT (9.980770 53.424490),EPSG:4326
Rönneburger Kirchweg,de:02000:43017::430020,"143,4148,443,M14",4,"Metrobus, Stadtbus",513,POINT (9.982200 53.428445),EPSG:4326
Buchholzer Weg,de:02000:43018::430021,"143,4148,443,M14",4,"Metrobus, Stadtbus",513,POINT (9.983500 53.431700),EPSG:4326
Am Frankenberg,de:02000:43019::430029,"143,4148,443,M14",4,"Metrobus, Stadtbus",543,POINT (9.985520 53.436370),EPSG:4326
Freudenthalweg,de:02000:43020::430024,"143,4148,443,M14",4,"Metrobus, Stadtbus",543,POINT (9.987290 53.438620),EPSG:4326
Winsener Straße (Nord),de:02000:43021::430026,"141,143,241,4148,443,M14",6,"Metrobus, Stadtbus",805,POINT (9.990950 53.445730),EPSG:4326
Reeseberg,de:02000:43022::430027,"141,143,241,4148,443,M14",6,"Metrobus, Stadtbus",805,POINT (9.987597 53.450726),EPSG:4326
Hirschkäferweg,de:03353:43026::430069,143,1,Stadtbus,89,POINT (9.961905 53.426157),EPSG:4326
Haithabuweg,de:02000:43027::430062,143,1,Stadtbus,112,POINT (9.967970 53.425100),EPSG:4326
Höpengrund,de:02000:43028::430093,443,1,Stadtbus,116,POINT (9.993630 53.424670),EPSG:4326
An der Eiche,de:02000:43042::430113,141,1,Stadtbus,106,POINT (10.010570 53.434160),EPSG:4326
Küstersweg,de:02000:43043::430114,"141,241",2,Stadtbus,258,POINT (10.004400 53.437220),EPSG:4326
Radickestraße,de:02000:43044::430115,"141,241",2,Stadtbus,262,POINT (10.002190 53.439420),EPSG:4326
Höpenstraße,de:02000:43045::430123,241,1,Stadtbus,47,POINT (10.003170 53.441730),EPSG:4326
Mensingstraße,de:02000:43046::430117,"141,241",2,Stadtbus,262,POINT (9.996920 53.442770),EPSG:4326
Zum Jägerfeld,de:02000:43047::430126,145,1,Stadtbus,84,POINT (9.977310 53.435700),EPSG:4326
Sinstorfer Kirche,de:02000:43051::430150,143,1,Stadtbus,112,POINT (9.975024 53.424125),EPSG:4326
Maretstraße (Bürgerzentrum),de:02000:43052::430060,146,1,Stadtbus,62,POINT (9.982782 53.452175),EPSG:4326
Freizeitbad MidSommerland,de:02000:43053::430067,146,1,Stadtbus,32,POINT (9.981020 53.447710),EPSG:4326
Scharfsche Schlucht,de:02000:43054::430061,345,1,Stadtbus,58,POINT (9.975570 53.426309),EPSG:4326
Marienkäferweg,de:02000:43057::430159,143,1,Stadtbus,112,POINT (9.964350 53.425390),EPSG:4326
Vorderkamp,de:02000:43060::430172,241,1,Stadtbus,46,POINT (10.010580 53.439820),EPSG:4326
Kanzlerstraße,de:02000:43061::430158,241,1,Stadtbus,46,POINT (10.006260 53.439710),EPSG:4326
Grenzkehre,de:02000:43062::430174,M14,1,Metrobus,8,POINT (9.984222 53.415989),EPSG:4326
Außenmühle,de:02000:43063::430176,146,1,Stadtbus,62,POINT (9.981953 53.450548),EPSG:4326
Moorlage,de:02000:43069::430077,345,1,Stadtbus,58,POINT (9.971985 53.429591),EPSG:4326
Achterkamp,de:02000:43071::430157,241,1,Stadtbus,47,POINT (10.008060 53.437950),EPSG:4326
Blättnerring,de:02000:43077::430192,"143,443",2,Stadtbus,286,POINT (9.987600 53.433490),EPSG:4326
Einhausring,de:02000:43078::430195,"143,443",2,Stadtbus,144,POINT (9.990130 53.434090),EPSG:4326
Sinstorfer Kirchweg (Schultwiete),de:02000:43237::430237,345,1,Stadtbus,11,POINT (9.979580 53.424312),EPSG:4326
Neue Bullerrinne,de:02000:43951::81464701,251,1,Stadtbus,6,POINT (9.847859 53.530743),EPSG:4326
Eißendorfer Mühlenweg,de:02000:44000::440000,"340,4200,4210",3,Stadtbus,146,POINT (9.961898 53.448228),EPSG:4326
Osterfeldweg,de:02000:44001::440002,145,1,Stadtbus,167,POINT (9.971687 53.435962),EPSG:4326
Feuerteichweg,de:02000:44002::440003,"145,345",2,Stadtbus,225,POINT (9.966990 53.436140),EPSG:4326
Marmstorfer Kirche,de:02000:44003::440006,"145,245,345",3,Stadtbus,295,POINT (9.967380 53.439030),EPSG:4326
Nymphenweg,de:02000:44004::440008,"145,245,345",3,Stadtbus,295,POINT (9.968740 53.442310),EPSG:4326
Rabenstein,de:02000:44005::440009,"145,245,345",3,Stadtbus,295,POINT (9.969252 53.446090),EPSG:4326
Marmstorfer Weg (Nord),de:02000:44006::440011,"145,245,340,345,4200,4210",6,Stadtbus,441,POINT (9.971960 53.451788),EPSG:4326
Harmsstraße,de:02000:44007::400001,"145,245,340,345,4200,4210",6,Stadtbus,441,POINT (9.976206 53.454767),EPSG:4326
Gottschalkring,de:02000:44008::440041,"340,4200,4210",3,Stadtbus,146,POINT (9.966790 53.449930),EPSG:4326
Neuer Friedhof,de:02000:44009::440040,"340,4200,4210",3,Stadtbus,146,POINT (9.956180 53.445890),EPSG:4326
Vogelhüttenberg,de:02000:44010::440038,"340,4200,4210",3,Stadtbus,146,POINT (9.950190 53.442880),EPSG:4326
Schafshagenberg,de:02000:44011::440037,"340,4200,4210",3,Stadtbus,146,POINT (9.945950 53.441030),EPSG:4326
Langenberg,de:02000:44012::440036,"340,4200,4210",3,Stadtbus,146,POINT (9.940690 53.439520),EPSG:4326
Appelbütteler Weg,de:02000:44013::440035,"340,4200,4210",3,Stadtbus,128,POINT (9.935012 53.436701),EPSG:4326
Up den Wiemen (EKZ Marmstorf),de:02000:44014::440025,"145,245,345",3,Stadtbus,177,POINT (9.959507 53.440713),EPSG:4326
Beutnerring,de:02000:44015::440055,"245,345",2,Stadtbus,127,POINT (9.955420 53.443200),EPSG:4326
Göhlbachtal,de:02000:44016::420008,M14,1,Metrobus,222,POINT (9.954700 53.453250),EPSG:4326
Seestücken,de:02000:44017::420082,M14,1,Metrobus,222,POINT (9.953873 53.449481),EPSG:4326
Eddelbüttelkamp,de:02000:44019::440005,"145,245,345",3,Stadtbus,141,POINT (9.965141 53.439234),EPSG:4326
S Neugraben (Am Johannisland),de:02000:47500::4750001,140,1,Stadtbus,45,POINT (9.853962 53.475541),EPSG:4326
Bf. Harburg,de:02000:49001::490000,"141,142,143,145,146,149,152,153,154,157,241,245,340,345,349,4148,4200,4210,443,543,M14,N640,N641,X30",24,"Expressbus, Metrobus, Nachtbus, Stadtbus",1626,POINT (9.990311 53.456893),EPSG:4326
Wohlersweg,de:02000:49003::490017,"149,152,349,543",4,Stadtbus,100,POINT (9.999988 53.455596),EPSG:4326
Großmoorbogen,de:02000:49004::490016,543,1,Stadtbus,24,POINT (10.006055 53.453034),EPSG:4326
Großmoordamm 121,de:02000:49005::490015,543,1,Stadtbus,24,POINT (10.009224 53.451683),EPSG:4326
Großmoordamm 181,de:02000:49006::490014,543,1,Stadtbus,24,POINT (10.017713 53.448796),EPSG:4326
Kanzlershofer Weg,de:02000:49007::490013,543,1,Stadtbus,24,POINT (10.023123 53.447852),EPSG:4326
Großmoorring,de:02000:49901::499509,"149,152,349",3,Stadtbus,76,POINT (10.008611 53.456643),EPSG:4326
Großmoorbogen (Neuländer See),de:02000:49902::499507,"149,152,349",3,Stadtbus,76,POINT (10.010845 53.461288),EPSG:4326
Neuländer Hauptdeich,de:02000:49904::49951701,149,1,Stadtbus,57,POINT (9.995138 53.470067),EPSG:4326
Schöpfwerk Neuland,de:02000:49905::49951901,149,1,Stadtbus,57,POINT (9.999306 53.469552),EPSG:4326
Neuländer Elbdeich 76,de:02000:49906::49952101,149,1,Stadtbus,55,POINT (10.005821 53.468165),EPSG:4326
Wendts Weg,de:02000:49907::49952301,149,1,Stadtbus,55,POINT (10.011709 53.468485),EPSG:4326
Neuländer Elbdeich 174,de:02000:49908::49952501,149,1,Stadtbus,55,POINT (10.020109 53.471045),EPSG:4326
Alte Schule Neuland,de:02000:49909::49952701,149,1,Stadtbus,55,POINT (10.027450 53.470472),EPSG:4326
Schule Neuland,de:02000:49910::49952901,149,1,Stadtbus,55,POINT (10.035664 53.468281),EPSG:4326
Fünfhausener Hauptdeich,de:02000:49911::49953001,149,1,Stadtbus,55,POINT (10.044910 53.466460),EPSG:4326
Schlachthofstraße (Süd),de:02000:49953,349,1,Stadtbus,49,POINT (9.994127 53.459359),EPSG:4326
Schlachthofstraße (Nord),de:02000:49954,349,1,Stadtbus,49,POINT (9.995338 53.462445),EPSG:4326
Ziegelerstraße,de:02000:50001::500001,154,1,Stadtbus,132,POINT (9.991120 53.498270),EPSG:4326
Mengestraße,de:02000:50002::500041,"151,152,154,156,252,M13,N640",7,"Metrobus, Nachtbus, Stadtbus",711,POINT (9.991440 53.500670),EPSG:4326
Rathaus Wilhelmsburg,de:02000:50003::500006,"151,152,154,156,252,M13,N640",7,"Metrobus, Nachtbus, Stadtbus",711,POINT (9.996980 53.499240),EPSG:4326
Dratelnstraße,de:02000:50004::500007,"151,152,154,155,156,252,M13,N640",8,"Metrobus, Nachtbus, Stadtbus",816,POINT (9.999010 53.498680),EPSG:4326
Rotenhäuser Straße (West),de:02000:50005::500011,"151,152,156,252,M13,N640",6,"Metrobus, Nachtbus, Stadtbus",580,POINT (9.991964 53.504739),EPSG:4326
Neuhöfer Straße (Ost),de:02000:50006::500013,"151,152,156,252,N640",5,"Nachtbus, Stadtbus",182,POINT (9.992670 53.510220),EPSG:4326
Vogelhüttendeich,de:02000:50007::500016,"M13,N640",2,"Metrobus, Nachtbus",410,POINT (9.993400 53.516220),EPSG:4326
Harburger Chaussee,de:02000:50009::500018,"155,M13,N640",3,"Metrobus, Nachtbus, Stadtbus",523,POINT (10.006853 53.520709),EPSG:4326
Mannesallee,de:02000:50011::500032,"156,M13,N640",3,"Metrobus, Nachtbus, Stadtbus",453,POINT (9.987231 53.514770),EPSG:4326
Krankenhaus Groß-Sand,de:02000:50013::500029,M13,1,Metrobus,398,POINT (9.986103 53.506009),EPSG:4326
Neuhöfer Straße (Mitte),de:02000:50014::500026,"151,152,252",3,Stadtbus,120,POINT (9.982480 53.510680),EPSG:4326
Ernastraße,de:02000:50015::530001,156,1,Stadtbus,21,POINT (9.983126 53.518648),EPSG:4326
Industriestraße,de:02000:50016::500040,156,1,Stadtbus,23,POINT (9.982830 53.516860),EPSG:4326
Brandenburger Straße,de:02000:53022::530010,156,1,Stadtbus,44,POINT (9.982371 53.525099),EPSG:4326
Inselpark,de:02000:50017::500004,"151,152,154,155,156,252,M13,N640",8,"Metrobus, Nachtbus, Stadtbus",816,POINT (10.003209 53.497515),EPSG:4326
Estebogen,de:02000:51001::510001,"150,2044,257",3,Stadtbus,110,POINT (9.772050 53.530690),EPSG:4326
Altes Estesperrwerk,de:02000:51002::510002,"150,2044,257",3,Stadtbus,169,POINT (9.775378 53.533546),EPSG:4326
Cranz (Fähre),de:02000:51003::510003,"150,2044,257",3,Stadtbus,169,POINT (9.779668 53.535556),EPSG:4326
Cranzer Elbdeich,de:02000:51004::510004,"150,2044,257",3,Stadtbus,158,POINT (9.774500 53.540460),EPSG:4326
Norderschulweg,de:02000:51012::510014,"146,150,251,350,450,N611,X40",7,"Expressbus, Nachtbus, Stadtbus",377,POINT (9.876128 53.533484),EPSG:4326
Finkenwerder (Fähre),de:02000:51014::510017,"150,251,350,450",4,Stadtbus,241,POINT (9.879146 53.535203),EPSG:4326
Seehofring (Nord),de:02000:51015::51953601,"257,350",2,Stadtbus,27,POINT (9.780400 53.525113),EPSG:4326
Norderkirchenweg,de:02000:51020::510000,450,1,Stadtbus,35,POINT (9.864074 53.528553),EPSG:4326
Seehofring (Süd),de:02000:51026::51951801,"257,350",2,Stadtbus,27,POINT (9.781451 53.521125),EPSG:4326
Nehlsstraße,de:02000:53014::530035,"156,256",2,Stadtbus,62,POINT (9.969635 53.530084),EPSG:4326
Nincoper Straße 99,de:02000:51919::51957701,"257,350",2,Stadtbus,64,POINT (9.803740 53.513491),EPSG:4326
Organistenweg,de:02000:51920::51957901,257,1,Stadtbus,13,POINT (9.811900 53.520730),EPSG:4326
Schule Arp-Schnitger-Stieg,de:02000:51921::51958101,257,1,Stadtbus,13,POINT (9.811375 53.516721),EPSG:4326
Arp-Schnitger-Stieg,de:02000:51922::51958501,"257,350",2,Stadtbus,73,POINT (9.811070 53.513720),EPSG:4326
Nincoper Straße 28,de:02000:51923::51958701,257,1,Stadtbus,72,POINT (9.819573 53.512825),EPSG:4326
Hasselwerder Straße,de:02000:51924::51958901,257,1,Stadtbus,72,POINT (9.825088 53.513036),EPSG:4326
Vierzigstücken 73,de:02000:51925::51959101,257,1,Stadtbus,73,POINT (9.828812 53.511624),EPSG:4326
Vierzigstücken 31,de:02000:51926::51959301,257,1,Stadtbus,73,POINT (9.836469 53.507985),EPSG:4326
Achtern Brack (West),de:02000:51927::51959501,257,1,Stadtbus,73,POINT (9.843609 53.507146),EPSG:4326
Achtern Brack (Ost),de:02000:51928::51959701,257,1,Stadtbus,73,POINT (9.849762 53.508094),EPSG:4326
Hohenwischer Straße 223,de:02000:51929::51959901,257,1,Stadtbus,73,POINT (9.854011 53.508266),EPSG:4326
Hohenwischer Straße 149,de:02000:51930::51960101,257,1,Stadtbus,73,POINT (9.865531 53.508406),EPSG:4326
Hohenwischer Straße 123,de:02000:51931::51960301,257,1,Stadtbus,73,POINT (9.869877 53.508990),EPSG:4326
Hohenwischer Straße 101,de:02000:51932::51960501,257,1,Stadtbus,73,POINT (9.876194 53.506658),EPSG:4326
AIRBUS (Werkgelände),de:02000:51933::76519606,"1705,2703,2704,2706,2707,2708,2711,2712,2713,2718,2719,4714,4750",13,Stadtbus,48,POINT (9.840938 53.541102),EPSG:4326
