{https://registry.gdi-de.org/id/de.hh.up}name,{https://registry.gdi-de.org/id/de.hh.up}dhid,{https://registry.gdi-de.org/id/de.hh.up}linien,{https://registry.gdi-de.org/id/de.hh.up}linienzahl,{https://registry.gdi-de.org/id/de.hh.up}art,{https://registry.gdi-de.org/id/de.hh.up}abfahrten,{https://registry.gdi-de.org/id/de.hh.up}geom,CRS
Zu den Eichen,de:02000:26029:2:260065,"135,332",2,Stadtbus,160,POINT (580993.065927 5926948.452319),EPSG:25832
Spieringstraße,de:02000:26030::260099,332,1,Stadtbus,30,POINT (581354.213437 5926904.576248),EPSG:25832
Ida-Boy-Ed-Straße,de:02000:26031::260098,332,1,Stadtbus,30,POINT (581627.224010 5926814.695056),EPSG:25832
August-Bebel-Straße,de:02000:26032:2:260083,"135,332",2,Stadtbus,130,POINT (581881.512013 5926733.407337),EPSG:25832
Sternwarte (Besucherzentrum),de:02000:26033::260080,332,1,Stadtbus,59,POINT (582259.050218 5926626.455621),EPSG:25832
Bethesda Krankenhaus Bergedorf,de:02000:26034::260084,135,1,Stadtbus,100,POINT (581885.697695 5927028.363011),EPSG:25832
Wentorfer Straße (Ost),de:02000:26048::260015,"135,235,335,8810,X81",5,"Expressbus, Stadtbus",356,POINT (581874.776543 5927314.155131),EPSG:25832
Luisen-Gymnasium,de:02000:26050::260091,535,1,Stadtbus,6,POINT (581449.336215 5927678.177584),EPSG:25832
Hansa-Gymnasium,de:02000:26052::260092,535,1,Stadtbus,5,POINT (581006.611230 5927899.870504),EPSG:25832
Schlebuschweg,de:02000:26053::260094,"135,535",2,Stadtbus,105,POINT (581264.712044 5927709.791304),EPSG:25832
Eschenhofweg,de:02000:26057::260028,225,1,Stadtbus,90,POINT (581846.286981 5925388.720752),EPSG:25832
"Voßmoor, Escheburger Weg",de:01053:26070::260701,8895,1,Stadtbus,9,POINT (587119.023858 5923166.893831),EPSG:25832
Rothenhauschaussee 243,de:01053:26074::260741,8890,1,Stadtbus,82,POINT (584014.000284 5925469.965454),EPSG:25832
Curslacker Heerweg 258,de:02000:26081::260811,"225,328",2,Stadtbus,37,POINT (582243.202319 5925605.744964),EPSG:25832
Palstek,de:02000:30370::81464801,251,1,Stadtbus,12,POINT (556416.261120 5931988.424055),EPSG:25832
Gewerbepark Merkur (Süd),de:02000:32032::320136,"263,264,364",3,Stadtbus,81,POINT (578605.114818 5940024.326500),EPSG:25832
Gewerbepark Merkur,de:02000:32037::320149,"462,M29",2,"Metrobus, Stadtbus",46,POINT (578637.693467 5940527.794999),EPSG:25832
"Tangstedt (OD), Puckaff",de:01062:36039::360106,"378,478,7550,7551",4,Stadtbus,88,POINT (571072.980829 5952223.482043),EPSG:25832
Schellerdamm,de:02000:40000::400013,"142,154",2,Stadtbus,284,POINT (565549.401871 5924571.763848),EPSG:25832
Knoopstraße/Bremer Straße,de:02000:40001::400007,"145,152,245,340,345,4200,4210,X30",8,"Expressbus, Stadtbus",492,POINT (565048.187995 5923600.166855),EPSG:25832
Moorstraße,de:02000:40002::400009,"141,142,143,145,146,152,154,157,241,245,340,345,4200,4210,443,543,M14,N641,X30",19,"Expressbus, Metrobus, Nachtbus, Stadtbus",918,POINT (565504.546498 5923554.957405),EPSG:25832
Harburger Ring,de:02000:40003,"141,142,143,145,146,152,154,157,241,245,340,345,4200,4210,443,543,M14,N641,X30",19,"Expressbus, Metrobus, Nachtbus, Stadtbus",1561,POINT (565354.627257 5923819.504773),EPSG:25832
S Harburg Rathaus,de:02000:40004::400015,"142,143,145,146,152,154,157,245,340,345,4200,4210,443,543,M14,X30",16,"Expressbus, Metrobus, Stadtbus",1328,POINT (565125.841945 5923960.547143),EPSG:25832
Unterelbestraße,de:02000:40007::400024,"141,241,N641",3,"Nachtbus, Stadtbus",241,POINT (564528.099493 5924631.166209),EPSG:25832
Grumbrechtstraße,de:02000:40008::400025,"141,241,N641",3,"Nachtbus, Stadtbus",241,POINT (564241.283632 5924777.474328),EPSG:25832
Bissingstraße,de:02000:40009::400026,"141,241,N641",3,"Nachtbus, Stadtbus",241,POINT (563902.605807 5924933.461765),EPSG:25832
S Harburg Rathaus (Hölertwiete),de:02000:40013::400005,"141,154,157,241,N641",5,"Nachtbus, Stadtbus",261,POINT (565201.876779 5924018.988959),EPSG:25832
S Harburg Rathaus (Eißendorfer Straße),de:02000:40014::400018,"145,152,245,340,345,4200,4210,X30",8,"Expressbus, Stadtbus",272,POINT (564870.854538 5923892.590265),EPSG:25832
Blohmstraße,de:02000:40015::400044,"142,157",2,Stadtbus,131,POINT (565149.161401 5924707.546848),EPSG:25832
Hafen Harburg,de:02000:40018::400006,142,1,Stadtbus,95,POINT (565059.923150 5924473.240976),EPSG:25832
Harburger Schloßstraße,de:02000:40020::400014,"142,154,157",3,Stadtbus,225,POINT (565277.342508 5924460.636451),EPSG:25832
Theodor-Yorck-Straße,de:02000:40200::400052,142,1,"Anruf-Sammel-Taxi, Stadtbus",190,POINT (565584.321119 5924349.663311),EPSG:25832
Marktkanal,de:02000:40210::402101,"254,354",2,Stadtbus,86,POINT (567979.473271 5931442.164671),EPSG:25832
Stenzelring,de:02000:40212::402121,155,1,Stadtbus,105,POINT (566329.648255 5930337.726885),EPSG:25832
Schlenzigstraße,de:02000:40213::402131,155,1,Stadtbus,105,POINT (566348.527334 5930030.575936),EPSG:25832
Rubbertstraße 30,de:02000:40214::402141,155,1,Stadtbus,105,POINT (566579.805983 5929587.570909),EPSG:25832
Rotenhäuser Straße (Ost),de:02000:40215::402151,155,1,Stadtbus,105,POINT (566595.417033 5929029.295329),EPSG:25832
Thielenstraße (West),de:02000:40216::402161,155,1,Stadtbus,105,POINT (566577.689150 5928639.606478),EPSG:25832
Berufsschulcampus Elbinsel,de:02000:40218::402181,155,1,Stadtbus,105,POINT (566440.277665 5928419.841724),EPSG:25832
Schulen Stübenhofer Weg,de:02000:40219::402191,"152,155,355",3,Stadtbus,83,POINT (567216.484578 5926556.833205),EPSG:25832
Moorburger Elbdeich 297,de:02000:40901::40950101,157,1,Stadtbus,36,POINT (560892.097156 5927756.146746),EPSG:25832
Moorburger Elbdeich 273,de:02000:40902::40950301,157,1,Stadtbus,36,POINT (561237.917178 5927740.071579),EPSG:25832
Alte Schule Moorburg,de:02000:40903::40950501,157,1,Stadtbus,36,POINT (561546.618174 5927722.745272),EPSG:25832
Moorburger Elbdeich 227,de:02000:40904::40950701,157,1,Stadtbus,36,POINT (561798.576414 5927580.791455),EPSG:25832
Moorburger Kirchdeich,de:02000:40905::40950901,157,1,Stadtbus,36,POINT (562125.547683 5927175.325864),EPSG:25832
Moorburger Straße,de:02000:40908::40951501,157,1,Stadtbus,36,POINT (563600.904948 5925319.756836),EPSG:25832
Zweite Hafenstraße,de:02000:40909::40951701,157,1,Stadtbus,36,POINT (564120.719733 5925164.708405),EPSG:25832
Moorburger Kirche,de:02000:40951::40951101,157,1,Stadtbus,36,POINT (562454.337020 5927152.117405),EPSG:25832
Konsul-Ritter-Straße,de:02000:40952::40951901,157,1,Stadtbus,36,POINT (564533.487088 5925039.583542),EPSG:25832
Moorburger Bogen,de:02000:40953::40951301,157,1,Stadtbus,36,POINT (563091.403664 5925472.995635),EPSG:25832
Heykenstieg,de:02000:41000::82510102,146,1,Stadtbus,88,POINT (560191.794103 5926263.031800),EPSG:25832
Cuxhavener Straße (West),de:02000:41011::410010,"240,550",2,Stadtbus,67,POINT (553704.255605 5924558.071549),EPSG:25832
Neckersstücken,de:02000:41013::410015,"240,251,N641",3,"Nachtbus, Stadtbus",208,POINT (554438.749546 5925018.401231),EPSG:25832
Ohrnsweg,de:02000:41014::410016,"240,251,N641",3,"Nachtbus, Stadtbus",273,POINT (554554.999195 5925305.480183),EPSG:25832
Fischbeker Heuweg,de:02000:41015::410018,"240,251,N641",3,"Nachtbus, Stadtbus",277,POINT (554872.644245 5924983.357908),EPSG:25832
Rostweg,de:02000:41016::410019,"240,251,N641",3,"Nachtbus, Stadtbus",277,POINT (555187.983210 5925039.317982),EPSG:25832
S Neugraben,de:02000:41019::410026,"140,141,240,250,251,257,N641,X40",8,"Expressbus, Nachtbus, Stadtbus",504,POINT (556569.082245 5925291.502785),EPSG:25832
Neuwiedenthaler Straße (West),de:02000:41020::410152,"140,251,257",3,Stadtbus,246,POINT (557233.199193 5925658.209282),EPSG:25832
Friedhof Neuwiedenthal,de:02000:41021::410171,251,1,Stadtbus,128,POINT (557685.845563 5925611.734492),EPSG:25832
Rehrstieg,de:02000:41022::410116,"140,250,251,N641,X40",5,"Expressbus, Nachtbus, Stadtbus",434,POINT (558065.273792 5925727.976788),EPSG:25832
Twistering,de:02000:41023::410119,"250,251,N641,X40",4,"Expressbus, Nachtbus, Stadtbus",261,POINT (558322.114201 5925784.542418),EPSG:25832
Hardauring,de:02000:41024::410120,"250,251,N641,X40",4,"Expressbus, Nachtbus, Stadtbus",261,POINT (558641.911876 5925848.577860),EPSG:25832
Altwiedenthaler Straße,de:02000:41025::410121,"250,251,N641,X40",4,"Expressbus, Nachtbus, Stadtbus",261,POINT (558949.997668 5925823.228631),EPSG:25832
Hausbrucher Bahnhofstraße,de:02000:41026::410122,"250,251,N641,X40",4,"Expressbus, Nachtbus, Stadtbus",261,POINT (559375.784739 5925760.930948),EPSG:25832
Moorburger Kreuzung,de:02000:41028::410131,"146,157,250,251,X40",5,"Expressbus, Stadtbus",286,POINT (560386.554705 5927798.745382),EPSG:25832
Zum Dubben,de:02000:41030::410103,"141,250,251",3,Stadtbus,27,POINT (559981.410717 5925372.468199),EPSG:25832
Haake,de:02000:41032::410097,"141,N641",2,"Nachtbus, Stadtbus",137,POINT (559812.039641 5925047.329000),EPSG:25832
Hausbruch,de:02000:41033::410095,141,1,Stadtbus,112,POINT (559327.351926 5925123.892062),EPSG:25832
Talweg,de:02000:41034::410094,"141,340",2,Stadtbus,165,POINT (558653.820557 5925155.551229),EPSG:25832
S Neuwiedenthal,de:02000:41036::410115,"140,250,251,340,N641,X40",6,"Expressbus, Nachtbus, Stadtbus",310,POINT (557995.847865 5925218.650514),EPSG:25832
Francoper Straße,de:02000:41037::410090,"141,250,257,N641,X40",5,"Expressbus, Nachtbus, Stadtbus",240,POINT (557303.366464 5925063.346919),EPSG:25832
Neugrabener Markt,de:02000:41038::410058,"240,250,N641",3,"Nachtbus, Stadtbus",251,POINT (556712.195440 5924981.679372),EPSG:25832
Grundheide,de:02000:41039::410085,250,1,Stadtbus,114,POINT (556773.505445 5924245.696200),EPSG:25832
Fischbeker Heideweg,de:02000:41040::410084,250,1,Stadtbus,55,POINT (556519.765264 5923695.404829),EPSG:25832
Fischbeker Holtweg,de:02000:41041::410060,"240,N641",2,"Nachtbus, Stadtbus",137,POINT (557070.964941 5924616.442700),EPSG:25832
Störtebekerweg,de:02000:41042::410047,240,1,Stadtbus,130,POINT (557354.269728 5924808.998182),EPSG:25832
Neugrabener Heideweg,de:02000:41043::410063,240,1,Stadtbus,130,POINT (557498.909767 5924076.620766),EPSG:25832
Lüttmattensteed,de:02000:41044::410064,240,1,Stadtbus,130,POINT (557526.467597 5923709.807675),EPSG:25832
Bauernholztal,de:02000:41045::410065,240,1,Stadtbus,130,POINT (557550.925793 5923389.107748),EPSG:25832
Quellgrund,de:02000:41046::410066,240,1,Stadtbus,130,POINT (557581.363293 5923001.676413),EPSG:25832
Waldfrieden (Kehre),de:02000:41047::410067,240,1,Stadtbus,67,POINT (557645.879415 5922611.928161),EPSG:25832
Heykenaukamp (Kehre),de:02000:41048::410164,"250,251",2,Stadtbus,46,POINT (560368.903662 5925802.427084),EPSG:25832
Neumoorstück,de:02000:41049::410168,251,1,Stadtbus,1,POINT (557516.658663 5925647.841951),EPSG:25832
Heykenauweg (Süd),de:02000:41050::410176,"250,251",2,Stadtbus,234,POINT (559817.717494 5925981.238103),EPSG:25832
Heykenaukamp,de:02000:41057::410162,"250,251",2,Stadtbus,98,POINT (560055.977834 5925939.817108),EPSG:25832
Ringheide,de:02000:41058::410205,250,1,Stadtbus,114,POINT (556727.458980 5923984.946759),EPSG:25832
Heidrand,de:02000:41060::410043,240,1,Stadtbus,130,POINT (557475.397737 5924399.657894),EPSG:25832
Distelacker,de:02000:41072::410128,"240,N641",2,"Nachtbus, Stadtbus",137,POINT (556805.047554 5924712.423895),EPSG:25832
Bergheide,de:02000:41073::410134,250,1,Stadtbus,114,POINT (556739.114569 5924653.617507),EPSG:25832
Im Fischbeker Heidbrook (West),de:02000:41184::410184,"240,550",2,Stadtbus,178,POINT (553798.627495 5924480.980515),EPSG:25832
Heideblütenweg,de:02000:41185::410185,"240,550",2,Stadtbus,178,POINT (553934.962121 5924254.346333),EPSG:25832
Heidschnuckenring,de:02000:41186::410186,"240,550",2,Stadtbus,178,POINT (554145.661087 5924437.601316),EPSG:25832
Im Fischbeker Heidbrook (Ost),de:02000:41187::410187,"240,550",2,Stadtbus,110,POINT (554059.787979 5924585.444709),EPSG:25832
Heidemoor,de:02000:41901::41950801,"140,257",2,Stadtbus,118,POINT (557143.748566 5926266.763873),EPSG:25832
Francoper Hinterdeich,de:02000:41903::41952901,257,1,Stadtbus,73,POINT (558009.603765 5927885.252869),EPSG:25832
Erlenbruch,de:02000:41904::41951201,140,1,Stadtbus,45,POINT (557576.233695 5926241.121356),EPSG:25832
Moorburger Ring,de:02000:41905::41951401,140,1,Stadtbus,45,POINT (557938.953507 5926098.768796),EPSG:25832
Jägerhof,de:02000:41906::41952201,340,1,Stadtbus,53,POINT (558982.053600 5925060.045774),EPSG:25832
Schanzengrund,de:02000:41907::41952401,340,1,Stadtbus,53,POINT (559111.999080 5924438.762912),EPSG:25832
Rudolf Steiner Schule Harburg,de:02000:41908::419524,340,1,Stadtbus,53,POINT (559237.555981 5923982.762800),EPSG:25832
Hohenwisch (Kehre),de:02000:41909::41953401,"157,257",2,Stadtbus,90,POINT (558212.707146 5928526.219144),EPSG:25832
Hohenwischer Straße 20,de:02000:41910::41953801,157,1,Stadtbus,36,POINT (558656.417235 5928249.236927),EPSG:25832
Moorburger Alter Deich,de:02000:41911::41954001,157,1,Stadtbus,36,POINT (559120.494910 5928155.064908),EPSG:25832
Moorburger Elbdeich 379,de:02000:41912::41954201,157,1,Stadtbus,36,POINT (559894.194090 5927998.327816),EPSG:25832
Weidenbruch,de:02000:41929::41007601,140,1,Stadtbus,45,POINT (557354.212419 5926453.538422),EPSG:25832
Gartenfreunde Francoper Straße,de:02000:41952::41952701,257,1,Stadtbus,73,POINT (557593.219488 5926820.669304),EPSG:25832
Rickelstraße,de:02000:42001::420002,M14,1,Metrobus,222,POINT (563021.875751 5922607.622876),EPSG:25832
Beerentalweg,de:02000:42002::420003,M14,1,Metrobus,222,POINT (562621.655598 5922562.291716),EPSG:25832
Strucksbarg,de:02000:42003::420004,"143,543,M14",3,"Metrobus, Stadtbus",200,POINT (562263.829225 5922731.581891),EPSG:25832
Auf der Jahnhöhe,de:02000:42005::420021,"143,443,543",3,Stadtbus,245,POINT (561734.425378 5923164.216265),EPSG:25832
Ehestorfer Weg (Mitte),de:02000:42006::420023,"143,443,543",3,Stadtbus,245,POINT (562180.199898 5923283.470833),EPSG:25832
Bünte,de:02000:42007::420024,"143,443",2,Stadtbus,217,POINT (562624.236296 5923333.442688),EPSG:25832
Lichtenauerweg,de:02000:42008::420025,"143,443",2,Stadtbus,110,POINT (562812.782598 5923316.694807),EPSG:25832
Gellersenweg,de:02000:42009::420027,"143,443",2,Stadtbus,222,POINT (562921.998333 5923306.659236),EPSG:25832
Lübbersweg,de:02000:42010::420011,"143,146,443,543,M14",5,"Metrobus, Stadtbus",566,POINT (563403.504647 5923406.592246),EPSG:25832
Mehringweg,de:02000:42011::420012,"143,146,443,543,M14",5,"Metrobus, Stadtbus",566,POINT (563748.369366 5923516.840837),EPSG:25832
Dempwolffstraße,de:02000:42012::420013,"143,146,443,543,M14",5,"Metrobus, Stadtbus",566,POINT (564121.297789 5923636.480637),EPSG:25832
Eißendorfer Straße (TU Hamburg),de:02000:42013::400002,"143,146,443,543,M14",5,"Metrobus, Stadtbus",566,POINT (564434.635482 5923782.993680),EPSG:25832
Majestätische Aussicht,de:02000:42014::420032,443,1,Stadtbus,50,POINT (561473.943720 5923157.018141),EPSG:25832
Denickestraße,de:02000:42015::42950701,"146,543",2,Stadtbus,116,POINT (563515.493594 5923757.790948),EPSG:25832
Lohmannsweg,de:02000:42016::420038,142,1,Stadtbus,410,POINT (563510.044668 5924321.819378),EPSG:25832
Thörlstraße,de:02000:42017::420039,142,1,Stadtbus,410,POINT (563692.901963 5924381.743970),EPSG:25832
S Heimfeld,de:02000:42018::420040,142,1,Stadtbus,410,POINT (563915.523072 5924465.969063),EPSG:25832
Kasernenstraße (TU Hamburg),de:02000:42019::400003,142,1,Stadtbus,410,POINT (564372.701163 5924308.712050),EPSG:25832
Goldene Wiege (Jahnhöhe),de:02000:42020::420049,543,1,Stadtbus,28,POINT (562092.151682 5923667.292911),EPSG:25832
Vahrenwinkelweg,de:02000:42021::420053,543,1,Stadtbus,28,POINT (562066.186232 5923875.018384),EPSG:25832
Blaumeisenweg,de:02000:42022::81430201,543,1,Stadtbus,28,POINT (562644.046215 5922861.601954),EPSG:25832
Heimfelder Straße 123,de:02000:42023::64202301,"142,543",2,Stadtbus,439,POINT (562444.452365 5923971.316213),EPSG:25832
Eißendorfer Pferdeweg (Mitte),de:02000:42024::420060,142,1,Stadtbus,410,POINT (563069.046388 5924176.455245),EPSG:25832
AK Harburg,de:02000:42025::42007202,"142,146,543",3,Stadtbus,527,POINT (563172.815170 5923754.430909),EPSG:25832
Lühmannstraße,de:02000:42026::420068,142,1,Stadtbus,411,POINT (562883.426840 5923604.691815),EPSG:25832
Triftstraße,de:02000:42027::420069,142,1,Stadtbus,411,POINT (562592.487765 5923644.951995),EPSG:25832
Berkefeldweg,de:02000:42028::400004,"141,241,N641",3,"Nachtbus, Stadtbus",241,POINT (563217.430000 5925051.126596),EPSG:25832
Eißendorfer Pferdeweg (Nord),de:02000:42029::420077,"141,146,241,N641",4,"Nachtbus, Stadtbus",329,POINT (562762.624597 5925086.981628),EPSG:25832
Krankenhaus Mariahilf,de:02000:42030::420078,"141,146,241,N641",4,"Nachtbus, Stadtbus",238,POINT (562305.934537 5925083.172237),EPSG:25832
Moorstieg,de:02000:42032::420081,"141,N641",2,"Nachtbus, Stadtbus",129,POINT (561170.239099 5925018.287008),EPSG:25832
Nachtigallenweg,de:02000:42034::81430101,543,1,Stadtbus,14,POINT (562976.353115 5922893.436549),EPSG:25832
Zum Fürstenmoor,de:02000:42035::420098,241,1,Stadtbus,94,POINT (561933.243878 5925153.940617),EPSG:25832
Am Radeland,de:02000:42036::420100,241,1,Stadtbus,94,POINT (561473.805130 5925157.963974),EPSG:25832
Heykenaubrook,de:02000:42037::420102,241,1,Stadtbus,47,POINT (560966.860000 5925160.310000),EPSG:25832
Forstweg,de:02000:42038::420090,142,1,Stadtbus,411,POINT (562345.540709 5923789.676661),EPSG:25832
Hans-Dewitz-Ring,de:02000:42039::420058,"142,543",2,Stadtbus,235,POINT (562673.285643 5924045.105691),EPSG:25832
Hainholzweg (Mitte),de:02000:42040::420105,"143,543",2,Stadtbus,146,POINT (561783.620345 5922811.193363),EPSG:25832
Große Straße,de:02000:42041::420106,"143,543",2,Stadtbus,146,POINT (561348.467321 5922789.854360),EPSG:25832
Rüstweg,de:02000:43015::430003,"247,447,4624,4661,M14",5,"Metrobus, Stadtbus",197,POINT (565315.929740 5919153.473606),EPSG:25832
Sinstorfer Kirchweg,de:02000:43016:1:430037,"143,345,4148,443,M14",5,"Metrobus, Stadtbus",517,POINT (565171.552039 5919941.199941),EPSG:25832
Rönneburger Kirchweg,de:02000:43017::430020,"143,4148,443,M14",4,"Metrobus, Stadtbus",513,POINT (565260.481488 5920382.499849),EPSG:25832
Buchholzer Weg,de:02000:43018::430021,"143,4148,443,M14",4,"Metrobus, Stadtbus",513,POINT (565341.895461 5920745.774185),EPSG:25832
Am Frankenberg,de:02000:43019::430029,"143,4148,443,M14",4,"Metrobus, Stadtbus",543,POINT (565468.918837 5921267.141225),EPSG:25832
Freudenthalweg,de:02000:43020::430024,"143,4148,443,M14",4,"Metrobus, Stadtbus",543,POINT (565583.033424 5921519.068929),EPSG:25832
Winsener Straße (Nord),de:02000:43021::430026,"141,143,241,4148,443,M14",6,"Metrobus, Stadtbus",805,POINT (565815.160934 5922313.394048),EPSG:25832
Reeseberg,de:02000:43022::430027,"141,143,241,4148,443,M14",6,"Metrobus, Stadtbus",805,POINT (565584.751699 5922866.130786),EPSG:25832
Hirschkäferweg,de:03353:43026::430069,143,1,Stadtbus,89,POINT (563915.551200 5920109.607549),EPSG:25832
Haithabuweg,de:02000:43027::430062,143,1,Stadtbus,112,POINT (564320.102844 5919997.442674),EPSG:25832
Höpengrund,de:02000:43028::430093,443,1,Stadtbus,116,POINT (566025.787473 5919973.048979),EPSG:25832
An der Eiche,de:02000:43042::430113,141,1,Stadtbus,106,POINT (567136.445161 5921044.573946),EPSG:25832
Küstersweg,de:02000:43043::430114,"141,241",2,Stadtbus,258,POINT (566721.764670 5921379.194209),EPSG:25832
Radickestraße,de:02000:43044::430115,"141,241",2,Stadtbus,262,POINT (566571.521064 5921621.868354),EPSG:25832
Höpenstraße,de:02000:43045::430123,241,1,Stadtbus,47,POINT (566633.002282 5921879.759626),EPSG:25832
Mensingstraße,de:02000:43046::430117,"141,241",2,Stadtbus,262,POINT (566216.257034 5921989.633921),EPSG:25832
Zum Jägerfeld,de:02000:43047::430126,145,1,Stadtbus,84,POINT (564924.558279 5921185.102869),EPSG:25832
Sinstorfer Kirche,de:02000:43051::430150,143,1,Stadtbus,112,POINT (564790.299171 5919895.405683),EPSG:25832
Maretstraße (Bürgerzentrum),de:02000:43052::430060,146,1,Stadtbus,62,POINT (565262.838448 5923022.877214),EPSG:25832
Freizeitbad MidSommerland,de:02000:43053::430067,146,1,Stadtbus,32,POINT (565152.636689 5922524.542476),EPSG:25832
Scharfsche Schlucht,de:02000:43054::430061,345,1,Stadtbus,58,POINT (564823.276841 5920138.862417),EPSG:25832
Marienkäferweg,de:02000:43057::430159,143,1,Stadtbus,112,POINT (564079.129941 5920026.446106),EPSG:25832
Vorderkamp,de:02000:43060::430172,241,1,Stadtbus,46,POINT (567128.188457 5921674.229789),EPSG:25832
Kanzlerstraße,de:02000:43061::430158,241,1,Stadtbus,46,POINT (566841.411900 5921657.935791),EPSG:25832
Grenzkehre,de:02000:43062::430174,M14,1,Metrobus,8,POINT (565413.980000 5918998.670000),EPSG:25832
Außenmühle,de:02000:43063::430176,146,1,Stadtbus,62,POINT (565210.254515 5922841.090265),EPSG:25832
Moorlage,de:02000:43069::430077,345,1,Stadtbus,58,POINT (564580.092971 5920500.677322),EPSG:25832
Achterkamp,de:02000:43071::430157,241,1,Stadtbus,47,POINT (566963.741567 5921463.832896),EPSG:25832
Blättnerring,de:02000:43077::430192,"143,443",2,Stadtbus,286,POINT (565611.526989 5920948.666332),EPSG:25832
Einhausring,de:02000:43078::430195,"143,443",2,Stadtbus,144,POINT (565778.677012 5921017.743464),EPSG:25832
Sinstorfer Kirchweg (Schultwiete),de:02000:43237::430237,345,1,Stadtbus,11,POINT (565092.776360 5919920.288915),EPSG:25832
Neue Bullerrinne,de:02000:43951::81464701,251,1,Stadtbus,6,POINT (556199.308544 5931648.362923),EPSG:25832
Eißendorfer Mühlenweg,de:02000:44000::440000,"340,4200,4210",3,Stadtbus,146,POINT (563881.948657 5922564.856443),EPSG:25832
Osterfeldweg,de:02000:44001::440002,145,1,Stadtbus,167,POINT (564550.624666 5921209.180395),EPSG:25832
Feuerteichweg,de:02000:44002::440003,"145,345",2,Stadtbus,225,POINT (564238.336453 5921224.707221),EPSG:25832
Marmstorfer Kirche,de:02000:44003::440006,"145,245,345",3,Stadtbus,295,POINT (564259.883545 5921546.557672),EPSG:25832
Nymphenweg,de:02000:44004::440008,"145,245,345",3,Stadtbus,295,POINT (564345.265438 5921912.668772),EPSG:25832
Rabenstein,de:02000:44005::440009,"145,245,345",3,Stadtbus,295,POINT (564373.526793 5922333.679230),EPSG:25832
Marmstorfer Weg (Nord),de:02000:44006::440011,"145,245,340,345,4200,4210",6,Stadtbus,441,POINT (564544.748817 5922969.942502),EPSG:25832
Harmsstraße,de:02000:44007::400001,"145,245,340,345,4200,4210",6,Stadtbus,441,POINT (564822.195572 5923305.260654),EPSG:25832
Gottschalkring,de:02000:44008::440041,"340,4200,4210",3,Stadtbus,146,POINT (564204.255693 5922758.602393),EPSG:25832
Neuer Friedhof,de:02000:44009::440040,"340,4200,4210",3,Stadtbus,146,POINT (563505.693317 5922299.670516),EPSG:25832
Vogelhüttenberg,de:02000:44010::440038,"340,4200,4210",3,Stadtbus,146,POINT (563112.332934 5921959.504162),EPSG:25832
Schafshagenberg,de:02000:44011::440037,"340,4200,4210",3,Stadtbus,146,POINT (562833.445942 5921749.956220),EPSG:25832
Langenberg,de:02000:44012::440036,"340,4200,4210",3,Stadtbus,146,POINT (562486.282166 5921577.354406),EPSG:25832
Appelbütteler Weg,de:02000:44013::440035,"340,4200,4210",3,Stadtbus,128,POINT (562113.245866 5921258.811217),EPSG:25832
Up den Wiemen (EKZ Marmstorf),de:02000:44014::440025,"145,245,345",3,Stadtbus,177,POINT (563734.415197 5921726.711481),EPSG:25832
Beutnerring,de:02000:44015::440055,"245,345",2,Stadtbus,127,POINT (563459.227282 5921999.743344),EPSG:25832
Göhlbachtal,de:02000:44016::420008,M14,1,Metrobus,222,POINT (563396.439434 5923117.122220),EPSG:25832
Seestücken,de:02000:44017::420082,M14,1,Metrobus,222,POINT (563347.119495 5922697.120541),EPSG:25832
Eddelbüttelkamp,de:02000:44019::440005,"145,245,345",3,Stadtbus,141,POINT (564110.864031 5921567.182084),EPSG:25832
S Neugraben (Am Johannisland),de:02000:47500::4750001,140,1,Stadtbus,45,POINT (556677.401552 5925512.086165),EPSG:25832
Bf. Harburg,de:02000:49001::490000,"141,142,143,145,146,149,152,153,154,157,241,245,340,345,349,4148,4200,4210,443,543,M14,N640,N641,X30",24,"Expressbus, Metrobus, Nachtbus, Stadtbus",1626,POINT (565755.508481 5923554.691654),EPSG:25832
Wohlersweg,de:02000:49003::490017,"149,152,349,543",4,Stadtbus,100,POINT (566400.017094 5923419.342834),EPSG:25832
Großmoorbogen,de:02000:49004::490016,543,1,Stadtbus,24,POINT (566806.898920 5923140.021728),EPSG:25832
Großmoordamm 121,de:02000:49005::490015,543,1,Stadtbus,24,POINT (567019.444122 5922992.661828),EPSG:25832
Großmoordamm 181,de:02000:49006::490014,543,1,Stadtbus,24,POINT (567587.707532 5922679.472832),EPSG:25832
Kanzlershofer Weg,de:02000:49007::490013,543,1,Stadtbus,24,POINT (567948.546771 5922579.629760),EPSG:25832
Großmoorring,de:02000:49901::499509,"149,152,349",3,Stadtbus,76,POINT (566970.924557 5923543.858650),EPSG:25832
Großmoorbogen (Neuländer See),de:02000:49902::499507,"149,152,349",3,Stadtbus,76,POINT (567111.907583 5924062.677062),EPSG:25832
Neuländer Hauptdeich,de:02000:49904::49951701,149,1,Stadtbus,57,POINT (566055.523763 5925024.599218),EPSG:25832
Schöpfwerk Neuland,de:02000:49905::49951901,149,1,Stadtbus,57,POINT (566333.013270 5924971.228672),EPSG:25832
Neuländer Elbdeich 76,de:02000:49906::49952101,149,1,Stadtbus,55,POINT (566767.576578 5924822.990076),EPSG:25832
Wendts Weg,de:02000:49907::49952301,149,1,Stadtbus,55,POINT (567157.962040 5924864.149421),EPSG:25832
Neuländer Elbdeich 174,de:02000:49908::49952501,149,1,Stadtbus,55,POINT (567711.471823 5925156.915972),EPSG:25832
