{https://registry.gdi-de.org/id/de.hh.up}name,{https://registry.gdi-de.org/id/de.hh.up}dhid,{https://registry.gdi-de.org/id/de.hh.up}linien,{https://registry.gdi-de.org/id/de.hh.up}linienzahl,{https://registry.gdi-de.org/id/de.hh.up}art,{https://registry.gdi-de.org/id/de.hh.up}abfahrten,{https://registry.gdi-de.org/id/de.hh.up}geom,CRS
Brabandstraße,de:02000:90031::900179,"M23,M28",2,Metrobus,346,POINT (566765.179350 5940921.947711),EPSG:25832
Sydneystraße,de:02000:90032::900139,"118,179,M20,M23,M26,M28",6,"Metrobus, Stadtbus",848,POINT (567349.174609 5940085.519432),EPSG:25832
Manilabrücke,de:02000:90033::900150,"118,179,M20,M23,M28",5,"Metrobus, Stadtbus",703,POINT (567592.170840 5940284.166541),EPSG:25832
Kapstadtring,de:02000:90034::900152,"118,179,M20,M23,M26,M28",6,"Metrobus, Stadtbus",908,POINT (567823.229304 5940112.653183),EPSG:25832
Stiftung Alsterdorf,de:02000:90035::900116,179,1,Stadtbus,110,POINT (567647.774212 5941198.262814),EPSG:25832
Alsterdorfer Straße/Überseekolleg,de:02000:90036::900118,179,1,Stadtbus,110,POINT (567958.951104 5941464.894651),EPSG:25832
U S Ohlsdorf (Fuhlsbüttler Straße),de:02000:90037::900126,"172,179,392,N607",4,"Nachtbus, Stadtbus",266,POINT (568344.551314 5941872.002423),EPSG:25832
Maienweg,de:02000:90038::900192,174,1,Stadtbus,154,POINT (567861.968013 5941983.349592),EPSG:25832
Tarpenbekstraße,de:02000:90039::900069,"392,M22,X22,X35",4,"Expressbus, Metrobus, Stadtbus",595,POINT (565121.214832 5938844.885964),EPSG:25832
Dakarweg,de:02000:90041::900159,"118,179,M23,M26",4,"Metrobus, Stadtbus",497,POINT (567832.869768 5939818.803407),EPSG:25832
U Alsterdorf,de:02000:90042::900054,"118,179,M19,M23,M26,M28,N606",7,"Metrobus, Nachtbus, Stadtbus",749,POINT (566945.929239 5940257.728407),EPSG:25832
Knappe Böge,de:02000:90045::900109,"118,179,N606",3,"Nachtbus, Stadtbus",220,POINT (567181.089656 5940875.834787),EPSG:25832
U S Ohlsdorf (Alsterdorfer Straße),de:02000:90046::900132,"172,179",2,Stadtbus,103,POINT (568314.526447 5941716.398176),EPSG:25832
Im Grünen Grunde,de:02000:90047::900123,172,1,Stadtbus,49,POINT (568222.416884 5942071.370591),EPSG:25832
Bebelallee,de:02000:90048::900198,"292,392",2,Stadtbus,115,POINT (566017.103206 5940053.506166),EPSG:25832
U Sengelmannstraße,de:02000:90049::900161,118,1,Stadtbus,30,POINT (567619.942241 5940497.763804),EPSG:25832
U S Ohlsdorf (Im Grünen Grunde),de:02000:90050::900121,"172,174,179,392",4,Stadtbus,155,POINT (568191.312245 5941849.902608),EPSG:25832
UK Eppendorf (Haupteingang),de:02000:90054::900541,"113,281",2,Stadtbus,55,POINT (564516.068209 5938284.343058),EPSG:25832
Nesselstraße,de:02000:90055::900038,174,1,Stadtbus,77,POINT (567432.172764 5941520.077071),EPSG:25832
Nedderfeld (Kehre),de:02000:91000::910000,M5,1,Metrobus,132,POINT (563723.563060 5939880.518701),EPSG:25832
Röntgenstraße,de:02000:91001::910016,"118,174,N606",3,"Nachtbus, Stadtbus",264,POINT (566889.393299 5942111.321471),EPSG:25832
Alsterdorfer Damm,de:02000:91003::910028,"292,392",2,Stadtbus,165,POINT (566093.245403 5940993.693958),EPSG:25832
Alsterkrugchaussee 244,de:02000:91004::910029,"292,392",2,Stadtbus,165,POINT (565860.416259 5940633.580382),EPSG:25832
Inselstraße,de:02000:91005::900011,"292,392",2,Stadtbus,115,POINT (565771.287800 5940194.187347),EPSG:25832
Orchideenstieg,de:02000:91006::900010,"114,214,281,292",4,Stadtbus,387,POINT (565579.823426 5939756.982426),EPSG:25832
Nedderfeld (Anscharhöhe),de:02000:91007:1:900009,"281,N605,X35",3,"Expressbus, Nachtbus, Stadtbus",200,POINT (565132.415938 5939576.160782),EPSG:25832
Köppenstraße,de:02000:91009::910049,"114,214,N605,X35",4,"Expressbus, Nachtbus, Stadtbus",319,POINT (564737.423527 5940279.420791),EPSG:25832
Am Licentiatenberg,de:02000:91012::910033,"114,M23,N605,X35",4,"Expressbus, Metrobus, Nachtbus, Stadtbus",459,POINT (565057.872113 5941033.794371),EPSG:25832
Stavenhagenstraße,de:02000:91013::910055,M23,1,Metrobus,209,POINT (564086.765492 5940583.186779),EPSG:25832
Niendorfer Straße,de:02000:91014::910057,"M23,M5,N604",3,"Metrobus, Nachtbus",459,POINT (563398.650386 5940579.434578),EPSG:25832
Nedderfeld,de:02000:91015::910061,"281,M5,N604",3,"Metrobus, Nachtbus, Stadtbus",434,POINT (563659.395497 5939825.995717),EPSG:25832
Siemersplatz,de:02000:91016:1:900007,"281,392,M22,M5,N604,X22",6,"Expressbus, Metrobus, Nachtbus, Stadtbus",1213,POINT (563787.028098 5939429.709911),EPSG:25832
Grelckstraße,de:02000:91019::900005,391,1,Stadtbus,8,POINT (563088.519113 5939697.707762),EPSG:25832
Hinter der Lieth,de:02000:91020::910072,391,1,Stadtbus,8,POINT (563204.250231 5940076.112142),EPSG:25832
Vogt-Cordes-Damm,de:02000:91021::910076,"391,M23,M5,N604",4,"Metrobus, Nachtbus, Stadtbus",467,POINT (562980.662315 5940959.927063),EPSG:25832
U Niendorf Markt,de:02000:91022::910080,"191,391,M23,M24,M5,N604",6,"Metrobus, Nachtbus, Stadtbus",585,POINT (562976.918797 5941594.262607),EPSG:25832
Bindfeldweg,de:02000:91023::910084,"191,M5",2,"Metrobus, Stadtbus",367,POINT (562254.223476 5941957.243823),EPSG:25832
Freizeitbad Bondenwald,de:02000:91024::910085,"191,M5",2,"Metrobus, Stadtbus",367,POINT (561974.246712 5942339.748114),EPSG:25832
Fuhlsbütteler Weg,de:02000:91025::910088,"191,M24,N604",3,"Metrobus, Nachtbus, Stadtbus",329,POINT (563147.706657 5941956.365168),EPSG:25832
Helvetierweg,de:02000:91026::910091,"191,N604",2,"Nachtbus, Stadtbus",164,POINT (563421.803051 5942445.726742),EPSG:25832
Krähenweg,de:02000:91027::910092,"191,N604",2,"Nachtbus, Stadtbus",164,POINT (563622.624100 5942839.227342),EPSG:25832
Langobardenweg,de:02000:91028::910093,"191,N604",2,"Nachtbus, Stadtbus",164,POINT (563913.844801 5943326.961988),EPSG:25832
Grotkoppelweg,de:02000:91029::910094,"191,N604",2,"Nachtbus, Stadtbus",164,POINT (564149.937856 5943875.179611),EPSG:25832
Moorrand,de:02000:91030::910095,"191,N604",2,"Nachtbus, Stadtbus",164,POINT (564296.400386 5944271.292126),EPSG:25832
Suhrenkamp,de:02000:91031::900012,"118,174,N606",3,"Nachtbus, Stadtbus",264,POINT (567075.045926 5941639.438217),EPSG:25832
Heselstücken,de:02000:91032::910120,"292,392,M23",3,"Metrobus, Stadtbus",377,POINT (566157.888265 5941478.627614),EPSG:25832
An der Lohe,de:02000:91033::910101,"M24,N604",2,"Metrobus, Nachtbus",165,POINT (563005.222112 5942092.260511),EPSG:25832
Herzog-Bruno-Weg,de:02000:91034::910103,"M24,N604",2,"Metrobus, Nachtbus",165,POINT (562632.493164 5942271.637344),EPSG:25832
Graf-Anton-Weg,de:02000:91035::910105,"M24,N604",2,"Metrobus, Nachtbus",165,POINT (562436.426260 5942483.732591),EPSG:25832
Wendlohstraße,de:02000:91036:2:910109,"195,M24,N604",3,"Metrobus, Nachtbus, Stadtbus",221,POINT (562111.447186 5942750.926907),EPSG:25832
Vietinghoffweg,de:02000:91037::910111,"195,M24,N604",3,"Metrobus, Nachtbus, Stadtbus",221,POINT (562203.769914 5943157.992280),EPSG:25832
Gottschalkweg,de:02000:91038::910113,"195,M24,N604",3,"Metrobus, Nachtbus, Stadtbus",221,POINT (562374.047867 5943407.123127),EPSG:25832
U Niendorf Nord,de:02000:91040:1:910117,"195,284,M21,M24,N604,X95",6,"Expressbus, Metrobus, Nachtbus, Stadtbus",434,POINT (562770.664956 5943936.665666),EPSG:25832
Nedderfeld Center,de:02000:91041::910130,281,1,Stadtbus,104,POINT (564613.413856 5939639.787760),EPSG:25832
Jägerlauf,de:02000:91042::910132,281,1,Stadtbus,104,POINT (564036.018358 5939797.041378),EPSG:25832
Bekstück,de:02000:91043::910039,M23,1,Metrobus,209,POINT (563820.436486 5940558.428202),EPSG:25832
Klotzenmoor (Mitte),de:02000:91046::910166,214,1,Stadtbus,10,POINT (565057.004777 5940521.942060),EPSG:25832
Israelitisches Krankenhaus,de:02000:91047::910013,292,1,Stadtbus,50,POINT (565473.676225 5940107.912116),EPSG:25832
Paeplowstieg,de:02000:91048::910148,"114,M23,N605",3,"Metrobus, Nachtbus, Stadtbus",405,POINT (565321.397179 5941302.570552),EPSG:25832
Großer Ring,de:02000:91049::910175,284,1,Stadtbus,148,POINT (561252.641001 5944045.957419),EPSG:25832
Wunderbrunnen,de:02000:91050::910177,284,1,Stadtbus,148,POINT (561237.203361 5944622.126672),EPSG:25832
Lufthansa-Basis (Haupteingang),de:02000:91051::910181,"114,292,392,M23,M28,N605",6,"Metrobus, Nachtbus, Stadtbus",556,POINT (565938.960000 5941880.580000),EPSG:25832
Vielohweg (West),de:02000:91053::910173,284,1,Stadtbus,148,POINT (561102.212061 5943778.107009),EPSG:25832
Obenhauptstraße,de:02000:91055::900543,M28,1,Metrobus,134,POINT (566601.031797 5941720.770443),EPSG:25832
Ermlandweg,de:02000:92001::920006,"193,M24",2,"Metrobus, Stadtbus",291,POINT (565591.744543 5944928.986388),EPSG:25832
Wrangelkoppel,de:02000:92002::920007,"193,M24",2,"Metrobus, Stadtbus",291,POINT (565858.187598 5944870.880140),EPSG:25832
Samlandweg,de:02000:92003::920008,"193,M24",2,"Metrobus, Stadtbus",291,POINT (566302.849148 5944898.902870),EPSG:25832
Rittmerskamp,de:02000:92004::920009,"193,M24",2,"Metrobus, Stadtbus",291,POINT (566615.616232 5944847.688211),EPSG:25832
U Langenhorn Markt (Krohnstieg),de:02000:92005::920012,"192,193,292,M24,N606",5,"Metrobus, Nachtbus, Stadtbus",532,POINT (567277.502427 5944997.780093),EPSG:25832
Sperlingsweg,de:02000:92008:1:910003,"191,M24,N604,X95",4,"Expressbus, Metrobus, Nachtbus, Stadtbus",441,POINT (564436.509004 5944528.981928),EPSG:25832
Wördenmoorweg,de:02000:92009::920030,"192,N606",2,"Nachtbus, Stadtbus",222,POINT (567374.815430 5945615.152640),EPSG:25832
Am Schulwald,de:02000:92010::920032,"193,M24",2,"Metrobus, Stadtbus",296,POINT (567898.821980 5945088.380213),EPSG:25832
Timmerloh,de:02000:92011::920034,"192,N606",2,"Nachtbus, Stadtbus",222,POINT (567415.676649 5945946.215486),EPSG:25832
Lademannbogen,de:02000:92012::920161,"193,M24",2,"Metrobus, Stadtbus",260,POINT (568531.123000 5944942.251499),EPSG:25832
Glashütter Landstraße,de:02000:92013::920162,M24,1,Metrobus,225,POINT (568839.281608 5944837.801516),EPSG:25832
Brillkamp,de:02000:92014::710001,M24,1,Metrobus,225,POINT (569328.862695 5944725.312894),EPSG:25832
Wattkorn,de:02000:92015::920038,"192,N606",2,"Nachtbus, Stadtbus",222,POINT (567646.601176 5946709.520676),EPSG:25832
Hohe Liedt,de:02000:92016::920039,"192,N606",2,"Nachtbus, Stadtbus",222,POINT (567779.437642 5947281.448558),EPSG:25832
Klinikum Nord (Heidberg),de:02000:92017::920040,"192,N606",2,"Nachtbus, Stadtbus",222,POINT (567914.401711 5947841.684088),EPSG:25832
Hasloher Kehre,de:02000:92018::920041,"192,N606",2,"Nachtbus, Stadtbus",222,POINT (568091.172135 5948332.413584),EPSG:25832
U Langenhorn Nord,de:02000:92019::920078,192,1,Stadtbus,110,POINT (567320.951252 5946329.857974),EPSG:25832
Lademannbogen (West),de:02000:92023::920037,193,1,Stadtbus,36,POINT (568254.700916 5944835.589246),EPSG:25832
U Ochsenzoll,de:02000:92029:1:920002,"278,292,7550,7551,N606",5,"Nachtbus, Stadtbus",253,POINT (566113.503447 5948115.341553),EPSG:25832
Klinikum Nord (Ochsenzoll),de:02000:92030::920109,"292,N606",2,"Nachtbus, Stadtbus",236,POINT (566221.958780 5947500.000648),EPSG:25832
Tarpen,de:02000:92031::920110,"292,N606",2,"Nachtbus, Stadtbus",236,POINT (566165.240798 5946784.121982),EPSG:25832
Oehleckerring,de:02000:92032::920111,"292,N606",2,"Nachtbus, Stadtbus",236,POINT (566257.386467 5946202.358011),EPSG:25832
Foorthkamp,de:02000:92033::920112,"292,N606",2,"Nachtbus, Stadtbus",236,POINT (566382.322028 5945862.690821),EPSG:25832
Dreyerpfad,de:02000:92034::920113,"292,N606",2,"Nachtbus, Stadtbus",236,POINT (566527.833258 5945477.913554),EPSG:25832
Reestück,de:02000:92035::920114,"292,N606",2,"Nachtbus, Stadtbus",236,POINT (566700.925128 5945066.416495),EPSG:25832
Lentersweg,de:02000:92036::920005,172,1,Stadtbus,50,POINT (567913.034597 5943910.149746),EPSG:25832
U Fuhlsbüttel Nord,de:02000:92037::920003,172,1,Stadtbus,101,POINT (567232.244380 5943966.121597),EPSG:25832
Valvo,de:02000:92038::920125,278,1,Stadtbus,114,POINT (565534.828718 5946880.382147),EPSG:25832
Wischhöfen,de:02000:92039::920129,"292,N606",2,"Nachtbus, Stadtbus",169,POINT (566968.114805 5944477.657521),EPSG:25832
Flughafenstraße,de:02000:92040::920130,"172,292,392,N606",4,"Nachtbus, Stadtbus",333,POINT (566986.971602 5943932.750922),EPSG:25832
Preetzer Straße,de:02000:92041::920141,"118,172,174,392",4,Stadtbus,414,POINT (567246.692506 5943178.402727),EPSG:25832
Ohkamp,de:02000:92042::920004,172,1,Stadtbus,101,POINT (567654.863428 5943746.472991),EPSG:25832
Zeppelinstraße,de:02000:92044::910002,"292,392,N606",3,"Nachtbus, Stadtbus",116,POINT (566676.066161 5942493.372101),EPSG:25832
Lademannbogen (Süd),de:02000:92045::920167,193,1,Stadtbus,36,POINT (567983.476424 5944428.389487),EPSG:25832
Wilhelm-Stein-Weg,de:02000:92048::920168,193,1,Stadtbus,36,POINT (568318.611242 5944484.015193),EPSG:25832
Lademannbogen (Ost),de:02000:92049::920176,193,1,Stadtbus,23,POINT (568547.826675 5944832.125423),EPSG:25832
Götkensweg,de:02000:92050::920224,"192,N606",2,"Nachtbus, Stadtbus",222,POINT (567841.362723 5947537.099330),EPSG:25832
S Hamburg Airport,de:02000:92053::920160,"292,392,N605,N606,X95",5,"Expressbus, Nachtbus, Stadtbus",256,POINT (566583.193569 5942992.093834),EPSG:25832
Krohnstiegtunnel,de:01060:92054::920184,"191,193,M24",3,"Metrobus, Stadtbus",409,POINT (565277.068146 5944969.999754),EPSG:25832
Immenhöven,de:02000:92130::920137,"192,N606",2,"Nachtbus, Stadtbus",112,POINT (567511.598481 5946274.774889),EPSG:25832
Dortmunder Straße,de:02000:92136::920123,278,1,Stadtbus,114,POINT (565757.725561 5947714.450846),EPSG:25832
Essener Straße,de:02000:92137::920124,278,1,Stadtbus,114,POINT (565544.352652 5947378.509012),EPSG:25832
Sandkrugweg,de:02000:98042::980079,"184,384",2,Stadtbus,113,POINT (559001.695556 5942166.807551),EPSG:25832
Schnelsener Weg,de:01056:98043::980077,"184,384",2,Stadtbus,113,POINT (558581.250547 5941783.894125),EPSG:25832
U Burgstraße (Bus),de:0:0::0,"130,261,N609,X35",4,"Anruf-Sammel-Taxi, Expressbus, Nachtbus, Stadtbus",202,POINT (569026.554249 5934634.066039),EPSG:25832
Repsoldstraße (Nord),de:0:0::0,112,1,Stadtbus,102,POINT (567148.348026 5933759.377356),EPSG:25832
Sievekingplatz (Nord),de:0:0::0,X35,1,Expressbus,90,POINT (564758.033951 5934673.035904),EPSG:25832
Schützenhof (Stillhorner Weg),de:0:0::0,351,1,Stadtbus,23,POINT (568098.308044 5926185.030297),EPSG:25832
U S Wandsbeker Chaussee (Hammer Straße),de:02000:60010::600101,X32,1,Expressbus,112,POINT (570267.425134 5936211.414365),EPSG:25832
Maxstraße (Eilenau),de:02000:60016:2:600074,M16,1,Metrobus,102,POINT (569348.731130 5936428.108802),EPSG:25832
Seumestraße (Eilenau),de:02000:60017:2:600077,M16,1,Metrobus,102,POINT (569678.868171 5936595.149401),EPSG:25832
Richardstraße (Eilbeker Weg),de:02000:60112::600112,M16,1,Metrobus,102,POINT (568948.137047 5935892.795612),EPSG:25832
U Horner Rennbahn (Hermannstal),de:0:0::0,"261,M23,N600,N609",4,"Metrobus, Nachtbus, Stadtbus",268,POINT (571859.368779 5934528.985596),EPSG:25832
Horner Rampe (Ring 2),de:0:0::0,"160,260,X32",3,"Expressbus, Stadtbus",258,POINT (571903.583175 5933752.450319),EPSG:25832
Busbrookhöhe (Heerweg),de:02000:63041,"168,368",2,"Anruf-Sammel-Taxi, Stadtbus",73,POINT (574821.707325 5942222.611283),EPSG:25832
U S Barmbek Rüsisstr,de:0:0::0,"172,177,M17,M23,M7",5,"Metrobus, Stadtbus",878,POINT (569111.274809 5938174.223881),EPSG:25832
U Fuhlsbüttel (Ost),de:0:0::0,N607,1,"Anruf-Sammel-Taxi, Nachtbus",13,POINT (567973.047140 5943052.274798),EPSG:25832
Bahrenfelder Straße,de:02000:80027:2:800201,"250,M1,N601",3,"Metrobus, Nachtbus, Stadtbus",172,POINT (561583.417508 5933803.688380),EPSG:25832
Große Brunnenstraße (Süd),de:0:0::0,"250,M1,N601",3,"Metrobus, Nachtbus, Stadtbus",172,POINT (561336.392261 5933849.529668),EPSG:25832
Große Rainstraße (Süd),de:0:0::0,"288,M16,M2",3,"Metrobus, Stadtbus",242,POINT (561720.138636 5934227.896626),EPSG:25832
Geranienweg (Blomkamp),de:0:0::0,"186,M16",2,"Metrobus, Stadtbus",221,POINT (557237.932063 5936966.717467),EPSG:25832
Weidenallee,de:02000:84004:1:840067,M15,1,Metrobus,231,POINT (563898.702785 5935564.642919),EPSG:25832
Alte Holstenstraße,de:02000:25041::250411,"122,124,127,135,136,137,221,222,223,224,225,227,228,234,235,321,329,332,335,4400,534,535,8800,8810,8890,M12,M29,N609,N610,N629,X30,X32,X80,X81,X82",35,"Expressbus, Metrobus, Nachtbus, Stadtbus",570,POINT (580168.096668 5927516.212146),EPSG:25832
AIRBUS (Kehre),de:02000:51023::510056,"146,150,1705,2703,2704,2706,2707,2708,2711,2712,2713,2718,2719,350,4714,4750,550,N611,X40",19,"Expressbus, Nachtbus, Stadtbus",116,POINT (556148.397377 5932338.990694),EPSG:25832
Neuenfelder Kirche,de:02000:51032::510011,"150,1705,2703,2704,2706,2707,2708,2711,2712,2713,2718,2719,350,4750,550",15,Stadtbus,210,POINT (553718.911399 5930868.869341),EPSG:25832
Am Rosengarten,de:02000:51007::510008,"150,1705,2703,2704,2706,2707,2708,2711,2712,2713,2718,2719,350,4750,550",15,Stadtbus,210,POINT (554528.851035 5931131.092111),EPSG:25832
Westerweiden (AIRBUS),de:02000:51033::510018,"150,1705,2703,2704,2706,2707,2708,2711,2712,2713,2718,2719,350,4750,550",15,Stadtbus,210,POINT (555790.970000 5931490.860000),EPSG:25832
Neuenfelder Damm,de:02000:51006::510006,"150,1705,257,2703,2704,2706,2707,2708,2711,2712,2713,2718,2719,350,4750,550",16,Stadtbus,267,POINT (553355.377589 5931541.600509),EPSG:25832
Sperrwerk Estemündung,de:02000:51005::510005,"150,1705,257,2703,2704,2706,2708,2712,2713",9,Stadtbus,175,POINT (552606.215480 5931963.781196),EPSG:25832
Krieterstraße,de:02000:54005::540014,"152,154,155,351,355,M13,N640",7,"Metrobus, Nachtbus, Stadtbus",16,POINT (566988.610436 5927950.737570),EPSG:25832
U St.Pauli (Millerntorplatz),de:0:0::0,"M17,N601,N607,N608,N609,N610,N641",7,"Metrobus, Nachtbus",212,POINT (564244.164738 5933993.369186),EPSG:25832
BAB-Auffahrt Waltershof (N),de:02000:52014::520026,"150,151,250,451,4714,N611",6,"Nachtbus, Stadtbus",15,POINT (560492.876690 5929868.442679),EPSG:25832
Am Bergedorfer Hafen,de:02000:25066::900111,"122,124,127,135,221,223,224,225,228,235,321,332,335,4400,535,8800,8810,8890,N609,X80,X81,X82",22,"Expressbus, Nachtbus, Stadtbus",1042,POINT (580105.018013 5927262.704100),EPSG:25832
Kalckreuthweg (Mitte),de:02000:80084::800258,"186,284,286,M1,M16,N601",6,"Metrobus, Nachtbus, Stadtbus",204,POINT (558775.396685 5935506.208717),EPSG:25832
Heestweg,de:02000:65029::650291,"168,275,368,M16,M24",5,"Metrobus, Stadtbus",50,POINT (576057.752656 5939868.915781),EPSG:25832
Marschkamper Deich 72,de:02000:51935::11002501,"257,2707,2711,2718,4750",5,Stadtbus,13,POINT (553003.110355 5930440.657490),EPSG:25832
Schule Curslack,de:02000:24008::240006,"127,227,323,328,427",5,Stadtbus,35,POINT (581113.255537 5922776.283719),EPSG:25832
Lufthansa-Basis,de:02000:91002::910025,"114,292,392,M23,M28,N605",6,"Metrobus, Nachtbus, Stadtbus",98,POINT (565973.210432 5941768.676347),EPSG:25832
Im Alten Nincop,de:03359:51906::51954001,"2045,257,2711,2718,2719",5,Stadtbus,23,POINT (551351.648496 5930480.201572),EPSG:25832
Ziesenißstraße,de:02000:60002::600006,"160,213,260,M23,N600,X11,X22,X32",8,"Expressbus, Metrobus, Nachtbus, Stadtbus",702,POINT (571173.958130 5935945.436506),EPSG:25832
Osterkamp,de:02000:62017::620007,"162,263,M10,N618,X11,X22,X35",7,"Expressbus, Metrobus, Nachtbus, Stadtbus",479,POINT (572794.040780 5936189.831605),EPSG:25832
Lokstedter Weg,de:02000:90009:2:900040,"392,M22,N605,X22,X35",5,"Expressbus, Metrobus, Nachtbus, Stadtbus",53,POINT (565120.585466 5938986.189329),EPSG:25832
Mörkenstraße,de:02000:80108::800104,"112,115,M16,N601,N609,N641",6,"Metrobus, Nachtbus, Stadtbus",17,POINT (562747.857113 5933808.019601),EPSG:25832
Am Hohen Feld,de:02000:62010::620013,"162,263,M10,N618,X11,X22,X35",7,"Expressbus, Metrobus, Nachtbus, Stadtbus",479,POINT (573873.448853 5936374.642039),EPSG:25832
Bovestraße,de:02000:62015::620005,"162,263,M10,N618,X11,X22,X35",7,"Expressbus, Metrobus, Nachtbus, Stadtbus",479,POINT (571930.941025 5936106.969370),EPSG:25832
Vierlandenstraße,de:02000:26058::230003,"122,124,127,221,223,224,321,4400,8800,X80,X82",11,"Expressbus, Stadtbus",333,POINT (580275.467421 5926917.301339),EPSG:25832
AK Wandsbek,de:02000:62016::620006,"162,263,M10,N618,X11,X22,X35",7,"Expressbus, Metrobus, Nachtbus, Stadtbus",479,POINT (572272.977081 5936089.459998),EPSG:25832
HBF/Steintordamm,de:02000:10092::100223,"M16,M17,M19,M2,M5,M6,N606,N607,N608,N609,N610,X35,X80",13,"Expressbus, Metrobus, Nachtbus",943,POINT (566794.761723 5934157.472921),EPSG:25832
Kurt-Schumacher-Allee,de:02000:10066::100661,"120,122,124,224,M2,N609,N610,X35,X80",9,"Expressbus, Metrobus, Nachtbus, Stadtbus",317,POINT (567299.185427 5934148.744226),EPSG:25832
Rathaus Bergedorf,de:02000:26055::260018,"235,335,535,8810,X81",5,"Expressbus, Stadtbus",226,POINT (581015.128091 5927210.329188),EPSG:25832
Wiesendamm,de:02000:70088::700222,"M17,M6,N600",3,"Metrobus, Nachtbus",19,POINT (567233.740468 5938389.216829),EPSG:25832
Spreenende,de:02000:91011::910037,"114,214,M23,N605,X35",5,"Expressbus, Metrobus, Nachtbus, Stadtbus",426,POINT (564402.777879 5940873.963081),EPSG:25832
An der Bergkoppel,de:02000:22038::220106,"332,534,M29,X32,X80",5,"Expressbus, Metrobus, Stadtbus",291,POINT (579515.169567 5928635.945871),EPSG:25832
Marschkamper Deich,de:02000:51954::51954301,"257,2707,2711,2718,350,4750",6,Stadtbus,85,POINT (552683.025802 5929857.888569),EPSG:25832
Seehafenbrücke (Amtsgericht),de:02000:40006::400023,"141,154,157,241,N641",5,"Nachtbus, Stadtbus",241,POINT (565096.742450 5924346.458431),EPSG:25832
Rudolf-Kinau-Allee,de:02000:51009::510010,"146,150,251,350,4714,N611,X40",7,"Expressbus, Nachtbus, Stadtbus",302,POINT (556544.757558 5932202.904191),EPSG:25832
Püttenhorst (Süd),de:02000:23021::230185,"235,329,N629",3,"Nachtbus, Stadtbus",62,POINT (578720.025635 5926063.273666),EPSG:25832
Seehofring,de:02000:51996::51973701,"2045,257,2719,350,550",5,Stadtbus,89,POINT (551694.168015 5930529.376856),EPSG:25832
Flachsland,de:02000:70043::700031,"213,M18,N600,N607",4,"Metrobus, Nachtbus, Stadtbus",206,POINT (569330.765228 5937768.154265),EPSG:25832
Sieker Landstraße,de:02000:64017::640046,"264,362,364,462,M26,M29,N608",7,"Metrobus, Nachtbus, Stadtbus",292,POINT (577224.695053 5940308.529870),EPSG:25832
Ellernreihe (Mitte),de:02000:63013:1:630132,"118,M18,M26,M8",4,"Metrobus, Stadtbus",430,POINT (571467.455567 5940489.700144),EPSG:25832
"Rübke, Nincoper Deich (Kehre)",de:02000:47607::4760701,"2707,4682,4750,550",4,Stadtbus,24,POINT (551931.401054 5928225.700672),EPSG:25832
Neuland,de:02000:49952::499564,"149,152,349,N641,X30",5,"Expressbus, Nachtbus, Stadtbus",76,POINT (566648.513661 5924239.416282),EPSG:25832
Veddeler Marktplatz,de:02000:54021::540062,"154,155,N640,N641",4,"Nachtbus, Stadtbus",130,POINT (567856.131209 5931646.606625),EPSG:25832
Neuländer Weg,de:02000:49903::499513,"149,152,349,N641,X30",5,"Expressbus, Nachtbus, Stadtbus",76,POINT (566881.387320 5924236.566387),EPSG:25832
Denksteinweg,de:02000:62008::620017,"263,M10,M27,N618,X22,X35",6,"Expressbus, Metrobus, Nachtbus, Stadtbus",585,POINT (574835.488316 5936396.489628),EPSG:25832
Opferberg,de:02000:41035::410093,"141,250,340,N641,X40",5,"Expressbus, Nachtbus, Stadtbus",220,POINT (558182.738494 5925131.146733),EPSG:25832
Grandkoppel (West),de:02000:22033::220093,"134,534,M29,N610,X32,X80",6,"Expressbus, Metrobus, Nachtbus, Stadtbus",173,POINT (578526.527744 5929233.598697),EPSG:25832
HBF/Steintorwall,de:0:0::0,"112,M16,M17,M2,M3,M6,N640,N641,X35,X80",10,"Expressbus, Metrobus, Nachtbus, Stadtbus",762,POINT (566647.773229 5934080.638206),EPSG:25832
U Wandsbek Markt (Schloßstraße),de:0:0::0,"116,213,261,8700,N608,X22,X32",7,"Expressbus, Nachtbus, Stadtbus",686,POINT (570714.869513 5936381.294521),EPSG:25832
Seehof,de:02000:13030::51953701,"257,2711,2718,350,550",5,Stadtbus,109,POINT (551841.391269 5930201.832844),EPSG:25832
U Ritterstraße,de:02000:60012::600064,"261,N608,X22",3,"Expressbus, Nachtbus, Stadtbus",15,POINT (569198.562034 5935889.787444),EPSG:25832
Emilie-Günther-Weg,de:02000:22037::220105,"534,M29,X32,X80",4,"Expressbus, Metrobus, Stadtbus",220,POINT (579245.350738 5928832.673576),EPSG:25832
Speersort,de:02000:11099::110991,"M16,M17,M4,M6,N602,X3,X35,X80",8,"Expressbus, Metrobus, Nachtbus",1193,POINT (566019.923526 5933852.822778),EPSG:25832
Odemanns Heck,de:02000:24012::240023,"127,227,323,328,427",5,Stadtbus,47,POINT (581067.865538 5922640.644183),EPSG:25832
Am Schleusengraben,de:02000:23092::230287,"122,124,127,221,223,224,321,4400,8800,X80,X82",11,"Expressbus, Stadtbus",180,POINT (580053.520374 5926031.125007),EPSG:25832
Stübenplatz,de:02000:50010::500034,"156,M13,N640",3,"Metrobus, Nachtbus, Stadtbus",224,POINT (565478.930320 5930281.036971),EPSG:25832
